#	startTime:1561451197615
#	SiteID:5a0546857ecc773753327266	SiteName:西溪银泰城	FloorId:5a24ae78fe4e220014739c60	FloorName:四层
#	Brand:OPPO	Model:PBCM10	AndroidName:8.1.0	APILevel:27	
#	type:1	name:BMI160 Accelerometer	version:2062600	vendor:BOSCH	resolution:0.0023956299	power:0.18	maximumRange:39.22661
#	type:4	name:BMI160 Gyroscope	version:2062600	vendor:BOSCH	resolution:0.0010681152	power:0.9	maximumRange:34.906586
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.5996704	power:2.4	maximumRange:4911.9995
#	VersionName:v20190625-nightly	VersionCode:271	
1561451197615	TYPE_WAYPOINT	159.54512	116.72573
1561451197720	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	86bd6179355aaeb54bcd541040f23808d6656442	-49	5825	1561451174277
1561451197720	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	18d348ee298c84676cf2b834ce063218e74a39ed	-49	2462	1561451196365
1561451197720	TYPE_WIFI	ffc86b0ebea2be70866fb81be1757d713e673ff1	f962c52f40b06bee79d1f37a996fdd7cc5b81e1d	-50	2437	1561451196046
1561451197720	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	872f92e5bdf2d3ffd946c44133793f5b43552400	-50	2462	1561451196367
1561451197720	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	0a741c9b887c6f7793cc6a3d4c8fa221de5988ca	-50	2462	1561451196365
1561451197720	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	fdc189e5a19850397f37201f4acc378cfddcf0d6	-50	2462	1561451196367
1561451197720	TYPE_WIFI	78f32ce289cdaccfc83a01ef3cbf4af52942c063	164d78c002a490c56bb036db273c707e311dedc5	-50	2462	1561451196367
1561451197720	TYPE_WIFI	da39a3ee5e6b4b0d3255bfef95601890afd80709	d53898dec304a9c9acccc0179f0541254994b9fe	-53	2437	1561451181022
1561451197720	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	5731a1cd721379cb00ca17b7fcacef1252c003b8	-56	5805	1561451196977
1561451197720	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	5ded3c04560f13fd035124da9e887353e2038287	-56	5805	1561451196979
1561451197720	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	c6d8196cc9905774ff0a0dd0956df2206eba14ca	-56	5805	1561451196979
1561451197720	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	bb5eb71d81285e23bcf69f0e7a72af02eb356587	-56	5805	1561451196978
1561451197720	TYPE_WIFI	92df46d8beea7c1338063f5f5536ea08e5b86353	ea4208f40a36b18be923fcd5adb59b250d9cef96	-56	2432	1561451195988
1561451197720	TYPE_WIFI	bce0507fcc27ab276b089762a8bb9047a4178972	99582d0c318672b5ad49259b5edb238340a38c16	-57	2472	1561451196490
1561451197720	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	ef8edb79e602536229e73a67abad10d72382ce19	-58	5805	1561451196993
1561451197720	TYPE_WIFI	78f32ce289cdaccfc83a01ef3cbf4af52942c063	7eb1b6f432993717eedf721ae6b24b18ace3a44c	-58	5805	1561451196994
1561451197720	TYPE_WIFI	78f32ce289cdaccfc83a01ef3cbf4af52942c063	0e005683e100c08b4b74c76e6392c3dd86490690	-58	5805	1561451196959
1561451197720	TYPE_WIFI	b7e6027447eb1f81327d66cfd3adbe557aabf26c	a19dac7dbdfd5b1628917159bb0333d0b4248b01	-58	2462	1561451196378
1561451197720	TYPE_WIFI	d839a45ebe64ab48b60a407d837fb01d3c0dfef9	b896a2a793aa802db868a7a0fdb29204bde99065	-58	2462	1561451196358
1561451197720	TYPE_WIFI	d0e32947110bf5255dfccbf85e091969778fd8a2	2caf39807897e4577f271ec67e5701eb36101b2c	-58	2437	1561451181020
1561451197720	TYPE_WIFI	78f32ce289cdaccfc83a01ef3cbf4af52942c063	f41aaeaf44808e7a7665a27f68df03db8ac77708	-58	2462	1561451196360
1561451197720	TYPE_WIFI	7182afc4e5c212133d5d7d76eb3df6c24618302b	0697d08b2741a320bcdcbb9624caca0e3a415356	-58	2462	1561451196360
1561451197720	TYPE_WIFI	b6ffe5619e02871fcd04f61c9bb4b5c53a3f46b7	b2c5eb922b7654f2b255b32ffdb96c7538567558	-59	2462	1561451196361
1561451197720	TYPE_WIFI	598d4dafeb72c26ab50a046d34eadc7384b8a657	32bbd941505866b701812d1a5396315fc1af7f81	-59	2437	1561451181024
1561451197720	TYPE_WIFI	a6d872904bb2e92bdc7a89f35cff284fa4e96d83	7907b886cdac122129d7a121b9ecaa9ed5a6f072	-59	2412	1561451195737
